山中涧	21815948.772599977	0.00111	121	0.0001	21815948.772599977	1.0	121	1.0	0	0.0	0	0
兰雀	21732813.804399993	0.00111	203	0.00017	21732179.54019999	0.99997	184	0.9064	634.2642	3e-05	19	0.0936
君乐宝	21526201.285800014	0.00109	819	0.00068	21329893.61370001	0.99088	790	0.96459	196307.6721	0.00912	29	0.03541
享食者	21261848.900099993	0.00108	288	0.00024	21177807.2025	0.99605	261	0.90625	84041.69759999998	0.00395	27	0.09375
无穷	21221494.533400014	0.00108	439	0.00037	20437542.06340001	0.96306	413	0.94077	783952.4700000001	0.03694	26	0.05923
童年记	21142400.03280001	0.00108	546	0.00045	20116965.62280001	0.9515	497	0.91026	1025434.41	0.0485	49	0.08974
德亚（德国）	20855123.904600006	0.00106	292	0.00024	20855050.10460001	1.0	291	0.99658	73.8	0.0	1	0.00342
天子乐（食品）	20794993.110999998	0.00106	52	4e-05	20794993.110999998	1.0	52	1.0	0	0.0	0	0
Smeal（食品）	20673489.384799995	0.00105	92	8e-05	19905100.984799996	0.96283	85	0.92391	768388.4	0.03717	7	0.07609
艺福堂	20572269.827400006	0.00105	663	0.00055	20179410.69230001	0.9809	594	0.89593	392859.1350999999	0.0191	69	0.10407
圣牧	20427227.873700004	0.00104	76	6e-05	20427227.873700004	1.0	76	1.0	0	0.0	0	0
北京同仁堂	20384841.685200024	0.00104	2077	0.00173	16830168.53360002	0.82562	1457	0.70149	3554673.1515999953	0.17438	620	0.29851
江中食疗	20247707.243599996	0.00103	374	0.00031	18684748.0806	0.92281	308	0.82353	1562959.1629999997	0.07719	66	0.17647
The land/纽仕兰	20233741.486800008	0.00103	217	0.00018	20233714.486800008	1.0	216	0.99539	27.0	0.0	1	0.00461
COZY/卡滋乐	20140666.570199985	0.00102	979	0.00081	20126437.965299997	0.99929	911	0.93054	14228.604900000004	0.00071	68	0.06946
HONLIFE/好麦多	20122690.5595	0.00102	134	0.00011	20118248.859500002	0.99978	125	0.93284	4441.7	0.00022	9	0.06716
果真心	19750239.60150001	0.001	90	7e-05	19750239.60150001	1.0	89	0.98889	0.0	0.0	1	0.01111
南国	19612359.897500023	0.001	1487	0.00124	19514043.207500022	0.99499	1438	0.96705	98316.69	0.00501	49	0.03295
黄老五	19312357.514100008	0.00098	463	0.00039	18217143.455000002	0.94329	441	0.95248	1095214.0591	0.05671	22	0.04752
口水娃	19226173.14370002	0.00098	2602	0.00216	18862631.80570002	0.98109	2523	0.96964	363541.338	0.01891	79	0.03036
楼兰蜜语	19070593.625700023	0.00097	728	0.00061	18292771.85940002	0.95921	630	0.86538	777821.7663	0.04079	98	0.13462
莫小仙	19016740.812999986	0.00097	590	0.00049	18966723.762999985	0.99737	571	0.9678	50017.05	0.00263	19	0.0322
Rainbow/天虹牌	18969200.033999987	0.00096	119	0.0001	18936931.033999987	0.9983	117	0.98319	32269.0	0.0017	2	0.01681
褚橙	18850150.0	0.00096	8	1e-05	18850150.0	1.0	8	1.0	0	0.0	0	0
廉州府	18770033.599999998	0.00095	16	1e-05	18770033.599999998	1.0	16	1.0	0	0.0	0	0
俏美味	18560545.9648	0.00094	480	0.0004	18543732.0148	0.99909	464	0.96667	16813.949999999997	0.00091	16	0.03333
